Title,Context,id,Question,Answer
 Serav Antlaşması,"Bâb-ı Âli Baskını, Osmanlı İmparatorluğu'nda 23 Ocak 1913 günü Enver Bey ve Talat Bey'in başını çektiği bir grup İttihat ve Terakki üyesi tarafından hükûmet binası Bâb-ı Âli'nin basılmasıyla yapılan askerî darbe. Bu baskın sırasında Harbiye Nazırı Nâzım Paşa öldürülmüş, Sadrazam Kâmil Paşa'ya zorla istifası imzalattırılmıştır. Darbe sonrasında iktidar İttihat ve Terakki'nin eline geçmiştir. 1911 yılının son aylarında İttihat ve Terakki muhalifi Hürriyet ve İtilaf Fırkası kurulmuş, İstanbul'da yapılan ara seçimleri ise kazanmıştır. İttihat ve Terakki bunun üzerine bir sonraki seçimleri hileyle daha erken bir tarihe aldırmış ve yine hileli bir şekilde seçimleri kazanmıştır. Bunun üzerine Hürriyet ve İtilaf Fırkası yanlısı Halâskâr Zâbitân dağa çıkmış ve eylemleriyle Mehmed Said Paşa Hükûmeti'nin düşmesine sebep olmuştur. Ardından Ahmed Muhtar Paşa'nın sadrazamlığında yeni bir hükûmet kurulmuş fakat dört ay sonra Halâskâr Zâbitân'ın baskıları sonucu Ahmed Muhtar Paşa istifa etmiş ve bu hükûmet de dağılmıştır.",2,Kimin sadrazamlığında yeni bir hükûmet kurulmuş fakat dört ay sonra Halâskâr Zâbitân'ın baskıları sonucu Ahmed Muhtar Paşa istifa etmiş ve bu hükûmet de dağılmıştır?,Ahmed Muhtar Paşa'nın
 Serav Antlaşması,"Bâb-ı Âli Baskını, Osmanlı İmparatorluğu'nda 23 Ocak 1913 günü Enver Bey ve Talat Bey'in başını çektiği bir grup İttihat ve Terakki üyesi tarafından hükûmet binası Bâb-ı Âli'nin basılmasıyla yapılan askerî darbe. Bu baskın sırasında Harbiye Nazırı Nâzım Paşa öldürülmüş, Sadrazam Kâmil Paşa'ya zorla istifası imzalattırılmıştır. Darbe sonrasında iktidar İttihat ve Terakki'nin eline geçmiştir. 1911 yılının son aylarında İttihat ve Terakki muhalifi Hürriyet ve İtilaf Fırkası kurulmuş, İstanbul'da yapılan ara seçimleri ise kazanmıştır. İttihat ve Terakki bunun üzerine bir sonraki seçimleri hileyle daha erken bir tarihe aldırmış ve yine hileli bir şekilde seçimleri kazanmıştır. Bunun üzerine Hürriyet ve İtilaf Fırkası yanlısı Halâskâr Zâbitân dağa çıkmış ve eylemleriyle Mehmed Said Paşa Hükûmeti'nin düşmesine sebep olmuştur. Ardından Ahmed Muhtar Paşa'nın sadrazamlığında yeni bir hükûmet kurulmuş fakat dört ay sonra Halâskâr Zâbitân'ın baskıları sonucu Ahmed Muhtar Paşa istifa etmiş ve bu hükûmet de dağılmıştır.",2,Kimin sadrazamlığında yeni bir hükûmet kurulmuş fakat dört ay sonra Halâskâr Zâbitân'ın baskıları sonucu Ahmed Muhtar Paşa istifa etmiş ve bu hükûmet de dağılmıştır?,Ahmed Muhtar Paşa'nın
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"II. Süleyman, hastalığına rağmen, neden 1691 yılında Macaristan seferine katıldı?",Macaristan seferine çıkacak orduya moral olması amacıyla
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, hangi yılda Macaristan seferine katıldı?",1691 yılında
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"II. Süleyman, hastalığına rağmen, neden 1691 yılında Macaristan seferine katıldı?",Macaristan seferine çıkacak orduya moral olması amacıyla
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"II. Süleyman, hastalığına rağmen, neden 1691 yılında Macaristan seferine katıldı?",Macaristan seferine çıkacak orduya moral olması amacıyla
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"II. Süleyman, yola çıktı ve hangi tarihte Edirne'ye ulaştı?",9 Haziran'da
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"II. Süleyman, yola çıktı ve 9 Haziran'da nereye ulaştı?",Edirne'ye
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"nerede hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti?",Edirne'de
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,"Edirne'de hastalığı iyice artan II. Süleyman, ne zaman vefat etti?",22 Haziran 1691 Cuma günü
 Köprülüler Dönemi,"II. Süleyman, hastalığına rağmen, Macaristan seferine çıkacak orduya moral olması amacıyla, 1691 yılında Macaristan seferine katıldı. II. Süleyman, yola çıktı ve 9 Haziran'da Edirne'ye ulaştı. Edirne'de hastalığı iyice artan II. Süleyman, 22 Haziran 1691 Cuma günü vefat etti. II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed tahta geçmiştir.",2,II. Süleyman'ın ölümünden sonra II. Süleyman yerine II. Ahmed neye geçmiştir?,tahta
Londra Konferansı,"1612 yılında İstanbul'da doğan IV. Murad'ın, babası I. Ahmed, annesi Kösem Sultan'dır. IV. Murad, amcası I. Mustafa'nın akli dengesi yerinde olmadığı için tahttan indirilmesiyle henüz çok küçük yaşta olmasına rağmen annesi Kösem Sultan'ın tesiriyle tahta çıktı. 1623 yılında sultan olan IV.Murad, saltanatının ilk zamanlarında küçük yaşından ötürü annesinin etkisi altında kaldı. 9 yıl boyunca devrin olaylarında herhangi bir tesiri olmadı. IV. Murad, tahtın idaresini Sadrazam Recep Paşa'yı ve zorbalarını 1632 yılında ortadan kaldırdıktan sonra eline aldı. Devlet bu dönemde oldukça sıkıntı içindeydi; zira İstanbul'daki otorite boşluğu taşradaki idarecilerin kendi başlarına hareket etmesine yol açtığı gibi katledilen Sultan Osman'ın kanını dava etme iddiasıyla ortaya çıkan Erzurum ve çevresini hakimiyeti altına alan Abaza Paşa ciddi problemler oluşturdu. 1624 yılında Bağdat, Safevilerin eline geçti ancak geri almak IV. Murad'ın ilk hedefiydi. Bağdat'a gönderdiği paşa uzun çarpışmalar sonucunda bir şey elde edemedi fakat diğer taraftan Abaza Paşa teslim oldu ve padişahtan af diledi. 1630 yılında çıkılan ikinci Bağdat Seferi'nden de bir sonuç alınamadı. IV. Murad'ın saltanatının bu döneminde Avrupa Otuzyıl Savaşları'nın buhranı içindeydi ve mezhep problemleri Osmanlı topraklarında da kendini gösteriyordu. Osmanlı içindeki asayişsizlik had safhaya ulaşınca IV. Murad kendi otoritesini kurmak için harekete geçti. IV. Murad kendi otoritesini kurmak için öncelikli olarak zorbalaşan devlet adamlarını bertaraf etti, bunun için sert yöntemlere başvursada bu tavırları ile ancak emniyet ve asayiş sağlanabildi. 1623 yılında şehrin beşte birini kül eden yangına, Cibalikapısı dışındaki bir gemi kalafatçısının sebebiyet verdiği bilinmektedir. 1623 yılındaki yangın sebebiyle, pek çok ulema ve eşrafın konaklarındaki yazma eserler mahvolmuştu. 1623 yılındaki yangın birçok dedikoduya, kahvehanelerde ileri geri konuşmalara yol açtığından, kahve ve tütünü haram sayan Kadızade Mehmet Efendi'nin teşvikiyle, IV. Murad kahvehaneleri yeni bir yangın çıkar bahanesiyle yıktırdı ve tütünü yasakladı. IV. Murad, 1634 yılında İran Seferi'ne çıkmadan önce meyhaneleri yıktırarak, kahve ve tütünden sonra içkiyi de yasakladı. Bunun yanında IV. Murad şeyhülislam katline neden olan ilk padişah olmuştur.",2,IV. Murad nerede doğmuştur?,İstanbul'da
Londra Konferansı,"1612 yılında İstanbul'da doğan IV. Murad'ın, babası I. Ahmed, annesi Kösem Sultan'dır. IV. Murad, amcası I. Mustafa'nın akli dengesi yerinde olmadığı için tahttan indirilmesiyle henüz çok küçük yaşta olmasına rağmen annesi Kösem Sultan'ın tesiriyle tahta çıktı. 1623 yılında sultan olan IV.Murad, saltanatının ilk zamanlarında küçük yaşından ötürü annesinin etkisi altında kaldı. 9 yıl boyunca devrin olaylarında herhangi bir tesiri olmadı. IV. Murad, tahtın idaresini Sadrazam Recep Paşa'yı ve zorbalarını 1632 yılında ortadan kaldırdıktan sonra eline aldı. Devlet bu dönemde oldukça sıkıntı içindeydi; zira İstanbul'daki otorite boşluğu taşradaki idarecilerin kendi başlarına hareket etmesine yol açtığı gibi katledilen Sultan Osman'ın kanını dava etme iddiasıyla ortaya çıkan Erzurum ve çevresini hakimiyeti altına alan Abaza Paşa ciddi problemler oluşturdu. 1624 yılında Bağdat, Safevilerin eline geçti ancak geri almak IV. Murad'ın ilk hedefiydi. Bağdat'a gönderdiği paşa uzun çarpışmalar sonucunda bir şey elde edemedi fakat diğer taraftan Abaza Paşa teslim oldu ve padişahtan af diledi. 1630 yılında çıkılan ikinci Bağdat Seferi'nden de bir sonuç alınamadı. IV. Murad'ın saltanatının bu döneminde Avrupa Otuzyıl Savaşları'nın buhranı içindeydi ve mezhep problemleri Osmanlı topraklarında da kendini gösteriyordu. Osmanlı içindeki asayişsizlik had safhaya ulaşınca IV. Murad kendi otoritesini kurmak için harekete geçti. IV. Murad kendi otoritesini kurmak için öncelikli olarak zorbalaşan devlet adamlarını bertaraf etti, bunun için sert yöntemlere başvursada bu tavırları ile ancak emniyet ve asayiş sağlanabildi. 1623 yılında şehrin beşte birini kül eden yangına, Cibalikapısı dışındaki bir gemi kalafatçısının sebebiyet verdiği bilinmektedir. 1623 yılındaki yangın sebebiyle, pek çok ulema ve eşrafın konaklarındaki yazma eserler mahvolmuştu. 1623 yılındaki yangın birçok dedikoduya, kahvehanelerde ileri geri konuşmalara yol açtığından, kahve ve tütünü haram sayan Kadızade Mehmet Efendi'nin teşvikiyle, IV. Murad kahvehaneleri yeni bir yangın çıkar bahanesiyle yıktırdı ve tütünü yasakladı. IV. Murad, 1634 yılında İran Seferi'ne çıkmadan önce meyhaneleri yıktırarak, kahve ve tütünden sonra içkiyi de yasakladı. Bunun yanında IV. Murad şeyhülislam katline neden olan ilk padişah olmuştur.",2,IV. Murad'ın annesi kimdir?,Kösem Sultan'dır
