Title_original,Context_original,id_original,Question,Answer_original,Answer_generated,bleu_score
 IV. Mustafa,"IV. Mustafa 8 Eylül 1779 tarihinde İstanbul'da doğmuştur, 17 Kasım 1808 tarihinde İstanbul'da ölmüştür. IV. Mustafa 29. Osmanlı padişahı ve 108. İslam halifesidir. IV. Mustafa'nın babası I. Abdülhamid, annesi Ayşe Sineperver Sultan'dır. Bazı kaynaklarda IV. Mustafa'nın annesinin Nükhetsezâ Hanım olduğu iddia edilir. IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı. IV. Mustafa saltanatı döneminde imparatorluk iç karışıklıklar ile çalkalandı.",30077,"IV. Mustafa, hangi isyan sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı?",Kabakçı Mustafa İsyanı,Kabakçı Mustafa İsyanı sonunda,0.7187802426635453
 IV. Mustafa,"IV. Mustafa 8 Eylül 1779 tarihinde İstanbul'da doğmuştur, 17 Kasım 1808 tarihinde İstanbul'da ölmüştür. IV. Mustafa 29. Osmanlı padişahı ve 108. İslam halifesidir. IV. Mustafa'nın babası I. Abdülhamid, annesi Ayşe Sineperver Sultan'dır. Bazı kaynaklarda IV. Mustafa'nın annesinin Nükhetsezâ Hanım olduğu iddia edilir. IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı. IV. Mustafa saltanatı döneminde imparatorluk iç karışıklıklar ile çalkalandı.",30077,"IV. Mustafa, hangi isyan sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı?",Kabakçı Mustafa İsyanı,Kabakçı Mustafa İsyanı sonunda,0.7187802426635453
 IV. Mustafa,"IV. Mustafa 8 Eylül 1779 tarihinde İstanbul'da doğmuştur, 17 Kasım 1808 tarihinde İstanbul'da ölmüştür. IV. Mustafa 29. Osmanlı padişahı ve 108. İslam halifesidir. IV. Mustafa'nın babası I. Abdülhamid, annesi Ayşe Sineperver Sultan'dır. Bazı kaynaklarda IV. Mustafa'nın annesinin Nükhetsezâ Hanım olduğu iddia edilir. IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı. IV. Mustafa saltanatı döneminde imparatorluk iç karışıklıklar ile çalkalandı.",30077,"IV. Mustafa, hangi isyan sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı?",Kabakçı Mustafa İsyanı,Kabakçı Mustafa İsyanı sonunda,0.7187802426635453
 IV. Mustafa,"IV. Mustafa 8 Eylül 1779 tarihinde İstanbul'da doğmuştur, 17 Kasım 1808 tarihinde İstanbul'da ölmüştür. IV. Mustafa 29. Osmanlı padişahı ve 108. İslam halifesidir. IV. Mustafa'nın babası I. Abdülhamid, annesi Ayşe Sineperver Sultan'dır. Bazı kaynaklarda IV. Mustafa'nın annesinin Nükhetsezâ Hanım olduğu iddia edilir. IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı. IV. Mustafa saltanatı döneminde imparatorluk iç karışıklıklar ile çalkalandı.",30081,"IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında kaç yaşındaydı?",28 yaşında,28 yaşındaydı,0.7361703354503866
 IV. Mustafa,"IV. Mustafa 8 Eylül 1779 tarihinde İstanbul'da doğmuştur, 17 Kasım 1808 tarihinde İstanbul'da ölmüştür. IV. Mustafa 29. Osmanlı padişahı ve 108. İslam halifesidir. IV. Mustafa'nın babası I. Abdülhamid, annesi Ayşe Sineperver Sultan'dır. Bazı kaynaklarda IV. Mustafa'nın annesinin Nükhetsezâ Hanım olduğu iddia edilir. IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı. IV. Mustafa saltanatı döneminde imparatorluk iç karışıklıklar ile çalkalandı.",30085,IV. Mustafa saltanatı döneminde imparatorluk ne ile çalkalandı?,iç karışıklıklar,iç karışıklıklar,1.0
 IV. Mustafa,"IV. Mustafa 8 Eylül 1779 tarihinde İstanbul'da doğmuştur, 17 Kasım 1808 tarihinde İstanbul'da ölmüştür. IV. Mustafa 29. Osmanlı padişahı ve 108. İslam halifesidir. IV. Mustafa'nın babası I. Abdülhamid, annesi Ayşe Sineperver Sultan'dır. Bazı kaynaklarda IV. Mustafa'nın annesinin Nükhetsezâ Hanım olduğu iddia edilir. IV. Mustafa, Kabakçı Mustafa İsyanı sonunda tahttan indirilen III. Selim'in yerine, 29 Mayıs 1807 günü tahta çıktığında 28 yaşındaydı. IV. Mustafa saltanatı döneminde imparatorluk iç karışıklıklar ile çalkalandı.",30085,IV. Mustafa saltanatı döneminde imparatorluk ne ile çalkalandı?,iç karışıklıklar,iç karışıklıklar,1.0
 Bahçesaray Antlaşması,"Bahçesaray Antlaşması, 1676-1681 yıllarındaki Osmanlı-Rus Savaşı sonunda Osmanlı Devleti ile Kırım Hanlığı ve Rusya Çarlığı arasında Bahçesaray/Kırım'da 3 Ocak 1681 tarihinde imzalanmış antlaşmadır. Bahçesaray Antlaşması, Rus Çarlığı ile Osmanlı Devleti arasında yapılan ilk resmi antlaşmadır. Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve Moskova merkezli Rusya Çarlığı arasında 20 yıl süreli bir barış hüküm sürecek, iki devletin arasındaki sınır Dinyeper Irmağı olacaktı. Osmanlı ve Rus Çarlığı, Dinyeper Irmağı ile güney Buğ Irmağı arasında yerleşme yapılmamasını garanti etti. Nogay göçmenlerinin Ukrayna'nın güney steplerinde gezginlik yapmaları kabul edildi. Zaporozhtsi Kazaklarının Dinyeper Irmağı ve yan ırmakları üzerinde balıkçılık yapma hakları, güneyde tuzla işletme hakları ve Dinyeper Irmağı ile Karadeniz üzerinde deniz vasıtası kullanma hakları değişmeden kalacaktı. Ukrayna'da Dinyeper Nehri doğusu ve Zaporozhtsi Kazaklar bölgelerinin, Rusya Çarlığı egemenliği altında olduğunu Osmanlı Devleti kabul etti. Buna karşılık Kiev bölgesinin güneyi, Bratslav bölgesi ve Podolya Osmanlı Devleti egemenliği altında kaldığı onaylandı.",30004,Hangi antlaşma 1676-1681 yıllarındaki Osmanlı-Rus Savaşı sonunda imzalanmıştır?,Bahçesaray Antlaşması,Bahçesaray Antlaşması,1.0
 Bahçesaray Antlaşması,"Bahçesaray Antlaşması, 1676-1681 yıllarındaki Osmanlı-Rus Savaşı sonunda Osmanlı Devleti ile Kırım Hanlığı ve Rusya Çarlığı arasında Bahçesaray/Kırım'da 3 Ocak 1681 tarihinde imzalanmış antlaşmadır. Bahçesaray Antlaşması, Rus Çarlığı ile Osmanlı Devleti arasında yapılan ilk resmi antlaşmadır. Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve Moskova merkezli Rusya Çarlığı arasında 20 yıl süreli bir barış hüküm sürecek, iki devletin arasındaki sınır Dinyeper Irmağı olacaktı. Osmanlı ve Rus Çarlığı, Dinyeper Irmağı ile güney Buğ Irmağı arasında yerleşme yapılmamasını garanti etti. Nogay göçmenlerinin Ukrayna'nın güney steplerinde gezginlik yapmaları kabul edildi. Zaporozhtsi Kazaklarının Dinyeper Irmağı ve yan ırmakları üzerinde balıkçılık yapma hakları, güneyde tuzla işletme hakları ve Dinyeper Irmağı ile Karadeniz üzerinde deniz vasıtası kullanma hakları değişmeden kalacaktı. Ukrayna'da Dinyeper Nehri doğusu ve Zaporozhtsi Kazaklar bölgelerinin, Rusya Çarlığı egemenliği altında olduğunu Osmanlı Devleti kabul etti. Buna karşılık Kiev bölgesinin güneyi, Bratslav bölgesi ve Podolya Osmanlı Devleti egemenliği altında kaldığı onaylandı.",30023,Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve hangi devlet arasında 20 yıl süreli bir barış hüküm sürecek?,Moskova merkezli Rusya Çarlığı,Moskova merkezli Rusya Çarlığı,1.0
 Bahçesaray Antlaşması,"Bahçesaray Antlaşması, 1676-1681 yıllarındaki Osmanlı-Rus Savaşı sonunda Osmanlı Devleti ile Kırım Hanlığı ve Rusya Çarlığı arasında Bahçesaray/Kırım'da 3 Ocak 1681 tarihinde imzalanmış antlaşmadır. Bahçesaray Antlaşması, Rus Çarlığı ile Osmanlı Devleti arasında yapılan ilk resmi antlaşmadır. Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve Moskova merkezli Rusya Çarlığı arasında 20 yıl süreli bir barış hüküm sürecek, iki devletin arasındaki sınır Dinyeper Irmağı olacaktı. Osmanlı ve Rus Çarlığı, Dinyeper Irmağı ile güney Buğ Irmağı arasında yerleşme yapılmamasını garanti etti. Nogay göçmenlerinin Ukrayna'nın güney steplerinde gezginlik yapmaları kabul edildi. Zaporozhtsi Kazaklarının Dinyeper Irmağı ve yan ırmakları üzerinde balıkçılık yapma hakları, güneyde tuzla işletme hakları ve Dinyeper Irmağı ile Karadeniz üzerinde deniz vasıtası kullanma hakları değişmeden kalacaktı. Ukrayna'da Dinyeper Nehri doğusu ve Zaporozhtsi Kazaklar bölgelerinin, Rusya Çarlığı egemenliği altında olduğunu Osmanlı Devleti kabul etti. Buna karşılık Kiev bölgesinin güneyi, Bratslav bölgesi ve Podolya Osmanlı Devleti egemenliği altında kaldığı onaylandı.",30023,Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve hangi devlet arasında 20 yıl süreli bir barış hüküm sürecek?,Moskova merkezli Rusya Çarlığı,Moskova merkezli Rusya Çarlığı,1.0
 Bahçesaray Antlaşması,"Bahçesaray Antlaşması, 1676-1681 yıllarındaki Osmanlı-Rus Savaşı sonunda Osmanlı Devleti ile Kırım Hanlığı ve Rusya Çarlığı arasında Bahçesaray/Kırım'da 3 Ocak 1681 tarihinde imzalanmış antlaşmadır. Bahçesaray Antlaşması, Rus Çarlığı ile Osmanlı Devleti arasında yapılan ilk resmi antlaşmadır. Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve Moskova merkezli Rusya Çarlığı arasında 20 yıl süreli bir barış hüküm sürecek, iki devletin arasındaki sınır Dinyeper Irmağı olacaktı. Osmanlı ve Rus Çarlığı, Dinyeper Irmağı ile güney Buğ Irmağı arasında yerleşme yapılmamasını garanti etti. Nogay göçmenlerinin Ukrayna'nın güney steplerinde gezginlik yapmaları kabul edildi. Zaporozhtsi Kazaklarının Dinyeper Irmağı ve yan ırmakları üzerinde balıkçılık yapma hakları, güneyde tuzla işletme hakları ve Dinyeper Irmağı ile Karadeniz üzerinde deniz vasıtası kullanma hakları değişmeden kalacaktı. Ukrayna'da Dinyeper Nehri doğusu ve Zaporozhtsi Kazaklar bölgelerinin, Rusya Çarlığı egemenliği altında olduğunu Osmanlı Devleti kabul etti. Buna karşılık Kiev bölgesinin güneyi, Bratslav bölgesi ve Podolya Osmanlı Devleti egemenliği altında kaldığı onaylandı.",30025,Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve Moskova merkezli Rusya Çarlığı arasında ne sürecek?,20 yıl süreli bir barış hüküm sürecek,20 yıl süreli bir barış hüküm sürecek,1.0
 Bahçesaray Antlaşması,"Bahçesaray Antlaşması, 1676-1681 yıllarındaki Osmanlı-Rus Savaşı sonunda Osmanlı Devleti ile Kırım Hanlığı ve Rusya Çarlığı arasında Bahçesaray/Kırım'da 3 Ocak 1681 tarihinde imzalanmış antlaşmadır. Bahçesaray Antlaşması, Rus Çarlığı ile Osmanlı Devleti arasında yapılan ilk resmi antlaşmadır. Bahçesaray Antlaşması'nın ana hükümlerine göre Osmanlı Devleti ve Moskova merkezli Rusya Çarlığı arasında 20 yıl süreli bir barış hüküm sürecek, iki devletin arasındaki sınır Dinyeper Irmağı olacaktı. Osmanlı ve Rus Çarlığı, Dinyeper Irmağı ile güney Buğ Irmağı arasında yerleşme yapılmamasını garanti etti. Nogay göçmenlerinin Ukrayna'nın güney steplerinde gezginlik yapmaları kabul edildi. Zaporozhtsi Kazaklarının Dinyeper Irmağı ve yan ırmakları üzerinde balıkçılık yapma hakları, güneyde tuzla işletme hakları ve Dinyeper Irmağı ile Karadeniz üzerinde deniz vasıtası kullanma hakları değişmeden kalacaktı. Ukrayna'da Dinyeper Nehri doğusu ve Zaporozhtsi Kazaklar bölgelerinin, Rusya Çarlığı egemenliği altında olduğunu Osmanlı Devleti kabul etti. Buna karşılık Kiev bölgesinin güneyi, Bratslav bölgesi ve Podolya Osmanlı Devleti egemenliği altında kaldığı onaylandı.",30035,Nogay göçmenlerinin nerede gezginlik yapmaları kabul edildi?,Ukrayna'nın güney steplerinde,Ukrayna'nın güney steplerinde,1.0
 Köprülüler Dönemi,"IV. Mehmed ve Turhan Sultan'dan tam yetki alan Köprülü Mehmet Paşa, İstanbul ve Anadolu'da güvenliği sağladı. Köprülü Mehmet Paşa, Venediklileri yenilgiye uğratarak Bozcaada ve Limni'yi geri aldı. Köprülü Mehmet Paşa'nın ölümünden sonra sadrazamlığa Fazıl Ahmet Paşa geldi. Fazıl Ahmet Paşa, Avusturya'dan Uyvar Kalesini alıp Vasvar Antlaşması'nı imzaladı. Fazıl Ahmet Paşa, Venediklilerden Girit'teki Kandiye kalesini aldı ve 24 yıl süren Girit savaşına son verdi. IV. Mehmed, sadrazam ile birlikte Lehistan seferine çıktı ve 1672 yılında Bucaş Antlaşması'nı imzaladıktan sonra Edirne'ye döndü. Lehistan'ın antlaşma şartlarına uymaması yüzünden ertesi yıl yeniden sefere çıkıldı ve savaş 1676 yılında son buldu. 1676 yılında Fazıl Ahmet Paşa ölünce IV. Mehmed, sadrazamlığa Köprülü ailesinin yetiştirdiği Merzifonlu Kara Mustafa Paşa'yı getirdi. IV. Mehmed, sadrazamla birlikte Rusya'nın ele geçirdiği Çehrin kalesini geri almak için sefere çıktı. Kalenin alınmasının ardından 1678'de Osmanlı ordusu Edirne'ye döndü. 1681 yılında Ruslarla 20 yıl süreli bir barış antlaşması yapıldı. Yine bu dönemde Eylül 1675'te İngiltere ile imzalanan bir antlaşmayla, I. Elizabeth döneminden beri bu ülkeye tanınmış olan imtiyazlar sistemli bir şekilde özetlendi ve söz konusu imtiyazlar ve kapitülasyonların yürürlükte olduğu belirtildi.",20001,"IV. Mehmed ve kimden tam yetki alan Köprülü Mehmet Paşa, İstanbul ve Anadolu'da güvenliği sağladı?",Turhan Sultan'dan,Turhan Sultan'dan,1.0
 Köprülüler Dönemi,"IV. Mehmed ve Turhan Sultan'dan tam yetki alan Köprülü Mehmet Paşa, İstanbul ve Anadolu'da güvenliği sağladı. Köprülü Mehmet Paşa, Venediklileri yenilgiye uğratarak Bozcaada ve Limni'yi geri aldı. Köprülü Mehmet Paşa'nın ölümünden sonra sadrazamlığa Fazıl Ahmet Paşa geldi. Fazıl Ahmet Paşa, Avusturya'dan Uyvar Kalesini alıp Vasvar Antlaşması'nı imzaladı. Fazıl Ahmet Paşa, Venediklilerden Girit'teki Kandiye kalesini aldı ve 24 yıl süren Girit savaşına son verdi. IV. Mehmed, sadrazam ile birlikte Lehistan seferine çıktı ve 1672 yılında Bucaş Antlaşması'nı imzaladıktan sonra Edirne'ye döndü. Lehistan'ın antlaşma şartlarına uymaması yüzünden ertesi yıl yeniden sefere çıkıldı ve savaş 1676 yılında son buldu. 1676 yılında Fazıl Ahmet Paşa ölünce IV. Mehmed, sadrazamlığa Köprülü ailesinin yetiştirdiği Merzifonlu Kara Mustafa Paşa'yı getirdi. IV. Mehmed, sadrazamla birlikte Rusya'nın ele geçirdiği Çehrin kalesini geri almak için sefere çıktı. Kalenin alınmasının ardından 1678'de Osmanlı ordusu Edirne'ye döndü. 1681 yılında Ruslarla 20 yıl süreli bir barış antlaşması yapıldı. Yine bu dönemde Eylül 1675'te İngiltere ile imzalanan bir antlaşmayla, I. Elizabeth döneminden beri bu ülkeye tanınmış olan imtiyazlar sistemli bir şekilde özetlendi ve söz konusu imtiyazlar ve kapitülasyonların yürürlükte olduğu belirtildi.",20026,"Fazıl Ahmet Paşa, hangi ülkeden Uyvar Kalesini alıp Vasvar Antlaşması'nı imzaladı?",Avusturya'dan,Avusturya'dan,1.0
 Köprülüler Dönemi,"IV. Mehmed ve Turhan Sultan'dan tam yetki alan Köprülü Mehmet Paşa, İstanbul ve Anadolu'da güvenliği sağladı. Köprülü Mehmet Paşa, Venediklileri yenilgiye uğratarak Bozcaada ve Limni'yi geri aldı. Köprülü Mehmet Paşa'nın ölümünden sonra sadrazamlığa Fazıl Ahmet Paşa geldi. Fazıl Ahmet Paşa, Avusturya'dan Uyvar Kalesini alıp Vasvar Antlaşması'nı imzaladı. Fazıl Ahmet Paşa, Venediklilerden Girit'teki Kandiye kalesini aldı ve 24 yıl süren Girit savaşına son verdi. IV. Mehmed, sadrazam ile birlikte Lehistan seferine çıktı ve 1672 yılında Bucaş Antlaşması'nı imzaladıktan sonra Edirne'ye döndü. Lehistan'ın antlaşma şartlarına uymaması yüzünden ertesi yıl yeniden sefere çıkıldı ve savaş 1676 yılında son buldu. 1676 yılında Fazıl Ahmet Paşa ölünce IV. Mehmed, sadrazamlığa Köprülü ailesinin yetiştirdiği Merzifonlu Kara Mustafa Paşa'yı getirdi. IV. Mehmed, sadrazamla birlikte Rusya'nın ele geçirdiği Çehrin kalesini geri almak için sefere çıktı. Kalenin alınmasının ardından 1678'de Osmanlı ordusu Edirne'ye döndü. 1681 yılında Ruslarla 20 yıl süreli bir barış antlaşması yapıldı. Yine bu dönemde Eylül 1675'te İngiltere ile imzalanan bir antlaşmayla, I. Elizabeth döneminden beri bu ülkeye tanınmış olan imtiyazlar sistemli bir şekilde özetlendi ve söz konusu imtiyazlar ve kapitülasyonların yürürlükte olduğu belirtildi.",20029,"Fazıl Ahmet Paşa, Avusturya'dan Uyvar Kalesini alıp hangi antlaşmayı imzaladı?",Vasvar Antlaşması'nı,Vasvar Antlaşması'nı,1.0
